flight_id,airline,source,destination,departure_time,arrival_time,duration,duration_minutes,is_overnight,route,flight_instance_key,reject_reason,record_status,processed_at
SJ167,SpiceJet,MAA,CCU,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,00:54:00,54.0,False,MAA-CCU,SJ167_20260420131841,,accepted,2026-09-11 07:11:20.739575+00:00
UK017,Vistara,BLR,HYD,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,01:35:00,95.0,False,BLR-HYD,UK017_20260420131441,,accepted,2026-09-11 07:11:20.739575+00:00
6F229,IndiGo,MAA,DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,01:20:00,80.0,False,MAA-DEL,6F229_20260420131041,,accepted,2026-09-11 07:11:20.739575+00:00
SJ117,SpiceJet,MAA,BLR,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,03:56:00,236.0,False,MAA-BLR,SJ117_20260420131041,,accepted,2026-09-11 07:11:20.739575+00:00
6F184,IndiGo,MAA,BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,02:59:00,179.0,False,MAA-BOM,6F184_20260420130541,,accepted,2026-09-11 07:11:20.739575+00:00
AI031,Air India,DEL,MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,03:06:00,186.0,False,DEL-MAA,AI031_20260420130541,,accepted,2026-09-11 07:11:20.739575+00:00
AI178,Air India,CCU,BLR,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,00:59:00,59.0,False,CCU-BLR,AI178_20260420130441,,accepted,2026-09-11 07:11:20.739575+00:00
SJ089,SpiceJet,HYD,CCU,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,04:33:00,273.0,False,HYD-CCU,SJ089_20260420124241,,accepted,2026-09-11 07:11:20.739575+00:00
UK166,Vistara,HYD,MAA,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,04:53:00,293.0,False,HYD-MAA,UK166_20260420123941,,accepted,2026-09-11 07:11:20.739575+00:00
UK104,Vistara,DEL,BOM,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,01:22:00,82.0,False,DEL-BOM,UK104_20260420123041,,accepted,2026-09-11 07:11:20.739575+00:00
6F168,IndiGo,HYD,DEL,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,03:40:00,220.0,False,HYD-DEL,6F168_20260420121841,,accepted,2026-09-11 07:11:20.739575+00:00
AI222,Unknown,BOM,DEL,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,01:04:00,64.0,False,BOM-DEL,AI222_20260420121041,,accepted,2026-09-11 07:11:20.739575+00:00
SJ025,SpiceJet,BOM,CCU,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,03:27:00,207.0,False,BOM-CCU,SJ025_20260420120241,,accepted,2026-09-11 07:11:20.739575+00:00
6F255,Unknown,DEL,BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,03:34:00,214.0,False,DEL-BOM,6F255_20260420115941,,accepted,2026-09-11 07:11:20.739575+00:00
UK228,Vistara,DEL,MAA,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,03:10:00,190.0,False,DEL-MAA,UK228_20260420115841,,accepted,2026-09-11 07:11:20.739575+00:00
6F158,IndiGo,CCU,MAA,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,04:06:00,246.0,False,CCU-MAA,6F158_20260420115841,,accepted,2026-09-11 07:11:20.739575+00:00
SJ218,SpiceJet,DEL,HYD,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,03:05:00,185.0,False,DEL-HYD,SJ218_20260420115841,,accepted,2026-09-11 07:11:20.739575+00:00
6F034,IndiGo,BOM,DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,00:56:00,56.0,False,BOM-DEL,6F034_20260420115341,,accepted,2026-09-11 07:11:20.739575+00:00
UK156,Vistara,MAA,BLR,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,04:04:00,244.0,False,MAA-BLR,UK156_20260420115041,,accepted,2026-09-11 07:11:20.739575+00:00
6F105,IndiGo,BLR,BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,01:12:00,72.0,False,BLR-BOM,6F105_20260420114641,,accepted,2026-09-11 07:11:20.739575+00:00
6F073,IndiGo,DEL,CCU,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,03:40:00,220.0,False,DEL-CCU,6F073_20260420113841,,accepted,2026-09-11 07:11:20.739575+00:00
SJ074,SpiceJet,DEL,CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,00:41:00,41.0,False,DEL-CCU,SJ074_20260420112141,,accepted,2026-09-11 07:11:20.739575+00:00
6F234,IndiGo,BOM,DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,02:51:00,171.0,False,BOM-DEL,6F234_20260420112041,,accepted,2026-09-11 07:11:20.739575+00:00
6F068,IndiGo,BLR,HYD,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,03:49:00,229.0,False,BLR-HYD,6F068_20260420111741,,accepted,2026-09-11 07:11:20.739575+00:00
6F074,IndiGo,HYD,BOM,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,03:20:00,200.0,False,HYD-BOM,6F074_20260420110941,,accepted,2026-09-11 07:11:20.739575+00:00
AI038,Air India,HYD,MAA,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,04:39:00,279.0,False,HYD-MAA,AI038_20260420110541,,accepted,2026-09-11 07:11:20.739575+00:00
AI079,Air India,CCU,BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,02:15:00,135.0,False,CCU-BLR,AI079_20260420110441,,accepted,2026-09-11 07:11:20.739575+00:00
SJ018,SpiceJet,BOM,CCU,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,02:33:00,153.0,False,BOM-CCU,SJ018_20260420105841,,accepted,2026-09-11 07:11:20.739575+00:00
6F018,IndiGo,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,00:46:00,46.0,False,DEL-BLR,6F018_20260420105741,,accepted,2026-09-11 07:11:20.739575+00:00
AI091,Air India,CCU,MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,04:23:00,263.0,False,CCU-MAA,AI091_20260420105241,,accepted,2026-09-11 07:11:20.739575+00:00
UK071,Vistara,DEL,HYD,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,03:16:00,196.0,False,DEL-HYD,UK071_20260420105041,,accepted,2026-09-11 07:11:20.739575+00:00
AI019,Air India,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,01:02:00,62.0,False,BOM-CCU,AI019_20260420104941,,accepted,2026-09-11 07:11:20.739575+00:00
UK212,Vistara,HYD,MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,00:45:00,45.0,False,HYD-MAA,UK212_20260420104641,,accepted,2026-09-11 07:11:20.739575+00:00
AI146,Air India,BLR,DEL,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,03:06:00,186.0,False,BLR-DEL,AI146_20260420104041,,accepted,2026-09-11 07:11:20.739575+00:00
6F232,IndiGo,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,01:43:00,103.0,False,MAA-BLR,6F232_20260420103941,,accepted,2026-09-11 07:11:20.739575+00:00
6F084,IndiGo,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,01:00:00.298000,60.00496666666666,False,CCU-HYD,6F084_20260420103441,,accepted,2026-09-11 07:11:20.739575+00:00
AI129,Air India,BOM,CCU,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,03:09:00,189.0,False,BOM-CCU,AI129_20260420102941,,accepted,2026-09-11 07:11:20.739575+00:00
AI240,Air India,MAA,DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,02:27:00,147.0,False,MAA-DEL,AI240_20260420101941,,accepted,2026-09-11 07:11:20.739575+00:00
6F091,IndiGo,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,01:26:00,86.0,False,BLR-CCU,6F091_20260420101041,,accepted,2026-09-11 07:11:20.739575+00:00
UK133,Vistara,BOM,DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,03:12:00,192.0,False,BOM-DEL,UK133_20260420100441,,accepted,2026-09-11 07:11:20.739575+00:00
SJ007,SpiceJet,BOM,CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,04:50:00,290.0,False,BOM-CCU,SJ007_20260420100341,,accepted,2026-09-11 07:11:20.739575+00:00
SJ141,SpiceJet,CCU,DEL,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,03:37:00,217.0,False,CCU-DEL,SJ141_20260420100041,,accepted,2026-09-11 07:11:20.739575+00:00
6F049,IndiGo,HYD,DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,03:13:00,193.0,False,HYD-DEL,6F049_20260420100041,,accepted,2026-09-11 07:11:20.739575+00:00
SJ235,SpiceJet,BOM,DEL,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,03:48:00,228.0,False,BOM-DEL,SJ235_20260420095741,,accepted,2026-09-11 07:11:20.739575+00:00
UK087,Vistara,HYD,MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,03:28:00,208.0,False,HYD-MAA,UK087_20260420094941,,accepted,2026-09-11 07:11:20.739575+00:00
UK170,Vistara,BOM,BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,01:50:00,110.0,False,BOM-BLR,UK170_20260420094241,,accepted,2026-09-11 07:11:20.739575+00:00
SJ078,SpiceJet,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,03:08:00,188.0,False,DEL-HYD,SJ078_20260420094141,,accepted,2026-09-11 07:11:20.739575+00:00
SJ075,SpiceJet,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,01:37:00,97.0,False,MAA-BLR,SJ075_20260420092641,,accepted,2026-09-11 07:11:20.739575+00:00
AI159,Air India,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,02:13:00,133.0,False,HYD-BLR,AI159_20260420092341,,accepted,2026-09-11 07:11:20.739575+00:00
UK120,Vistara,HYD,DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,04:11:00,251.0,False,HYD-DEL,UK120_20260420091941,,accepted,2026-09-11 07:11:20.739575+00:00
AI059,Air India,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,02:27:00,147.0,False,CCU-DEL,AI059_20260420091641,,accepted,2026-09-11 07:11:20.739575+00:00
UK040,Vistara,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,01:17:00,77.0,False,HYD-CCU,UK040_20260420091541,,accepted,2026-09-11 07:11:20.739575+00:00
AI044,Unknown,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,03:33:00,213.0,False,MAA-BLR,AI044_20260420090341,,accepted,2026-09-11 07:11:20.739575+00:00
AI078,Air India,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,04:30:00,270.0,False,DEL-BOM,AI078_20260420085841,,accepted,2026-09-11 07:11:20.739575+00:00
SJ226,SpiceJet,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,04:07:00,247.0,False,HYD-BOM,SJ226_20260420084741,,accepted,2026-09-11 07:11:20.739575+00:00
6F209,IndiGo,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,05:00:00,300.0,False,MAA-CCU,6F209_20260420084041,,accepted,2026-09-11 07:11:20.739575+00:00
UK193,Vistara,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,00:35:00,35.0,False,HYD-DEL,UK193_20260420083941,,accepted,2026-09-11 07:11:20.739575+00:00
6F092,IndiGo,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,00:36:00,36.0,False,MAA-BLR,6F092_20260420083941,,accepted,2026-09-11 07:11:20.739575+00:00
AI208,Air India,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,03:14:00,194.0,False,BLR-BOM,AI208_20260420083841,,accepted,2026-09-11 07:11:20.739575+00:00
SJ227,SpiceJet,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,04:21:00,261.0,False,BOM-CCU,SJ227_20260420083241,,accepted,2026-09-11 07:11:20.739575+00:00
6F238,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,00:48:00,48.0,False,BOM-DEL,6F238_20260420083141,,accepted,2026-09-11 07:11:20.739575+00:00
AI084,Air India,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,01:15:00,75.0,False,BOM-HYD,AI084_20260420083141,,accepted,2026-09-11 07:11:20.739575+00:00
SJ228,SpiceJet,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,03:47:00,227.0,False,BOM-CCU,SJ228_20260420082941,,accepted,2026-09-11 07:11:20.739575+00:00
UK194,Vistara,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,01:00:00.297000,60.00495,False,CCU-BOM,UK194_20260420082641,,accepted,2026-09-11 07:11:20.739575+00:00
6F126,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,01:18:00,78.0,False,CCU-MAA,6F126_20260420082141,,accepted,2026-09-11 07:11:20.739575+00:00
SJ052,SpiceJet,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,01:37:00,97.0,False,MAA-BLR,SJ052_20260420082041,,accepted,2026-09-11 07:11:20.739575+00:00
AI233,Air India,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,01:48:00,108.0,False,BLR-BOM,AI233_20260420080441,,accepted,2026-09-11 07:11:20.739575+00:00
AI213,Air India,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,01:11:00,71.0,False,HYD-CCU,AI213_20260420080341,,accepted,2026-09-11 07:11:20.739575+00:00
UK076,Vistara,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,04:23:00,263.0,False,MAA-CCU,UK076_20260420080341,,accepted,2026-09-11 07:11:20.739575+00:00
SJ022,SpiceJet,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,03:11:00,191.0,False,DEL-BLR,SJ022_20260420075641,,accepted,2026-09-11 07:11:20.739575+00:00
SJ002,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,04:46:00,286.0,False,DEL-BOM,SJ002_20260420075441,,accepted,2026-09-11 07:11:20.739575+00:00
AI163,Air India,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,01:01:00,61.0,False,HYD-MAA,AI163_20260420074541,,accepted,2026-09-11 07:11:20.739575+00:00
UK229,Unknown,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,04:17:00,257.0,False,HYD-DEL,UK229_20260420074041,,accepted,2026-09-11 07:11:20.739575+00:00
UK185,Vistara,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,01:17:00,77.0,False,DEL-MAA,UK185_20260420073141,,accepted,2026-09-11 07:11:20.739575+00:00
6F029,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,04:14:00,254.0,False,BOM-BLR,6F029_20260420073141,,accepted,2026-09-11 07:11:20.739575+00:00
6F056,IndiGo,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,01:49:00,109.0,False,BOM-MAA,6F056_20260420070041,,accepted,2026-09-11 07:11:20.739575+00:00
AI062,Air India,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,00:36:00,36.0,False,MAA-DEL,AI062_20260420064941,,accepted,2026-09-11 07:11:20.739575+00:00
UK034,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,03:24:00,204.0,False,DEL-BLR,UK034_20260420064741,,accepted,2026-09-11 07:11:20.739575+00:00
UK079,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,03:51:00,231.0,False,DEL-BLR,UK079_20260420064341,,accepted,2026-09-11 07:11:20.739575+00:00
AI135,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,02:41:00,161.0,False,BLR-BOM,AI135_20260420064041,,accepted,2026-09-11 07:11:20.739575+00:00
SJ061,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,02:57:00,177.0,False,MAA-BLR,SJ061_20260420063841,,accepted,2026-09-11 07:11:20.739575+00:00
AI047,Unknown,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,00:47:00,47.0,False,CCU-MAA,AI047_20260420063641,,accepted,2026-09-11 07:11:20.739575+00:00
UK210,Vistara,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,00:55:00,55.0,False,DEL-CCU,UK210_20260420063541,,accepted,2026-09-11 07:11:20.739575+00:00
AI088,Unknown,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,03:36:00,216.0,False,MAA-DEL,AI088_20260420063441,,accepted,2026-09-11 07:11:20.739575+00:00
UK177,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,04:29:00,269.0,False,DEL-HYD,UK177_20260420062141,,accepted,2026-09-11 07:11:20.739575+00:00
AI128,Unknown,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,03:56:00,236.0,False,BOM-CCU,AI128_20260420060741,,accepted,2026-09-11 07:11:20.739575+00:00
AI158,Air India,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,02:57:00,177.0,False,CCU-DEL,AI158_20260420060441,,accepted,2026-09-11 07:11:20.739575+00:00
UK206,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,04:33:00,273.0,False,MAA-BLR,UK206_20260420060141,,accepted,2026-09-11 07:11:20.739575+00:00
SJ138,Unknown,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,00:48:00,48.0,False,BLR-BOM,SJ138_20260420055541,,accepted,2026-09-11 07:11:20.739575+00:00
AI034,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,04:43:00,283.0,False,DEL-BOM,AI034_20260420054841,,accepted,2026-09-11 07:11:20.739575+00:00
AI012,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,04:03:00,243.0,False,BOM-CCU,AI012_20260420054441,,accepted,2026-09-11 07:11:20.739575+00:00
6F083,IndiGo,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,00:39:00,39.0,False,BLR-DEL,6F083_20260420052441,,accepted,2026-09-11 07:11:20.739575+00:00
SJ083,SpiceJet,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,03:04:00,184.0,False,MAA-BLR,SJ083_20260420051341,,accepted,2026-09-11 07:11:20.739575+00:00
SJ186,SpiceJet,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,02:11:00,131.0,False,CCU-DEL,SJ186_20260420051141,,accepted,2026-09-11 07:11:20.739575+00:00
UK001,Vistara,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,01:25:00,85.0,False,CCU-DEL,UK001_20260420050641,,accepted,2026-09-11 07:11:20.739575+00:00
AI217,Air India,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,02:17:00,137.0,False,CCU-BLR,AI217_20260420045741,,accepted,2026-09-11 07:11:20.739575+00:00
6F178,IndiGo,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,04:23:00,263.0,False,BOM-CCU,6F178_20260420044841,,accepted,2026-09-11 07:11:20.739575+00:00
UK015,Vistara,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,01:47:00,107.0,False,BLR-BOM,UK015_20260420044641,,accepted,2026-09-11 07:11:20.739575+00:00
AI112,Air India,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,03:43:00,223.0,False,DEL-BLR,AI112_20260420044141,,accepted,2026-09-11 07:11:20.739575+00:00
UK100,Vistara,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,02:32:00,152.0,False,CCU-BLR,UK100_20260420044041,,accepted,2026-09-11 07:11:20.739575+00:00
6F133,IndiGo,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,01:47:00,107.0,False,MAA-BLR,6F133_20260420043841,,accepted,2026-09-11 07:11:20.739575+00:00
AI227,Air India,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,03:46:00,226.0,False,BLR-MAA,AI227_20260420043141,,accepted,2026-09-11 07:11:20.739575+00:00
UK093,Vistara,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,00:50:00,50.0,False,HYD-CCU,UK093_20260420043141,,accepted,2026-09-11 07:11:20.739575+00:00
UK203,Vistara,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,01:12:00,72.0,False,BLR-HYD,UK203_20260420041241,,accepted,2026-09-11 07:11:20.739575+00:00
UK154,Vistara,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,03:57:00,237.0,False,MAA-HYD,UK154_20260420040041,,accepted,2026-09-11 07:11:20.739575+00:00
UK073,Vistara,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,04:10:00,250.0,False,BLR-CCU,UK073_20260420035941,,accepted,2026-09-11 07:11:20.739575+00:00
AI164,Air India,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,01:48:00,108.0,False,DEL-BLR,AI164_20260420035741,,accepted,2026-09-11 07:11:20.739575+00:00
UK008,Vistara,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,00:37:00,37.0,False,CCU-BLR,UK008_20260420035741,,accepted,2026-09-11 07:11:20.739575+00:00
UK051,Vistara,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,03:00:00,180.0,False,HYD-DEL,UK051_20260420035541,,accepted,2026-09-11 07:11:20.739575+00:00
UK208,Vistara,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,04:57:00,297.0,False,DEL-CCU,UK208_20260420035441,,accepted,2026-09-11 07:11:20.739575+00:00
AI150,Air India,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,00:47:00,47.0,False,BOM-DEL,AI150_20260420035141,,accepted,2026-09-11 07:11:20.739575+00:00
AI189,Air India,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,01:48:00,108.0,False,CCU-DEL,AI189_20260420034441,,accepted,2026-09-11 07:11:20.739575+00:00
6F230,IndiGo,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,03:13:00,193.0,False,CCU-BLR,6F230_20260420033441,,accepted,2026-09-11 07:11:20.739575+00:00
6F169,IndiGo,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,04:39:00,279.0,False,BOM-DEL,6F169_20260420032741,,accepted,2026-09-11 07:11:20.739575+00:00
AI205,Air India,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,01:48:00,108.0,False,BLR-BOM,AI205_20260420032641,,accepted,2026-09-11 07:11:20.739575+00:00
AI103,Air India,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,00:38:00,38.0,False,BLR-BOM,AI103_20260420032641,,accepted,2026-09-11 07:11:20.739575+00:00
6F250,Unknown,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,04:04:00,244.0,False,DEL-BLR,6F250_20260420032641,,accepted,2026-09-11 07:11:20.739575+00:00
AI246,Air India,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,03:19:00,199.0,False,BOM-BLR,AI246_20260420032241,,accepted,2026-09-11 07:11:20.739575+00:00
6F187,IndiGo,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,04:18:00,258.0,False,BOM-MAA,6F187_20260420031941,,accepted,2026-09-11 07:11:20.739575+00:00
AI082,Air India,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,02:42:00,162.0,False,DEL-CCU,AI082_20260420031941,,accepted,2026-09-11 07:11:20.739575+00:00
UK116,Vistara,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,03:48:00,228.0,False,CCU-BOM,UK116_20260420031841,,accepted,2026-09-11 07:11:20.739575+00:00
SJ169,SpiceJet,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,04:46:00,286.0,False,BOM-MAA,SJ169_20260420031041,,accepted,2026-09-11 07:11:20.739575+00:00
AI175,Air India,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,03:47:00,227.0,False,BOM-HYD,AI175_20260420030841,,accepted,2026-09-11 07:11:20.739575+00:00
SJ098,SpiceJet,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,00:35:00,35.0,False,HYD-MAA,SJ098_20260420030241,,accepted,2026-09-11 07:11:20.739575+00:00
SJ191,SpiceJet,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,01:22:00,82.0,False,BLR-BOM,SJ191_20260420030141,,accepted,2026-09-11 07:11:20.739575+00:00
SJ017,SpiceJet,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,02:03:00,123.0,False,DEL-MAA,SJ017_20260420025741,,accepted,2026-09-11 07:11:20.739575+00:00
UK188,Vistara,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,00:49:00,49.0,False,MAA-BLR,UK188_20260420025541,,accepted,2026-09-11 07:11:20.739575+00:00
AI196,Air India,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,01:33:00,93.0,False,MAA-HYD,AI196_20260420025241,,accepted,2026-09-11 07:11:20.739575+00:00
AI068,Air India,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,02:00:00.298000,120.00496666666666,False,BOM-BLR,AI068_20260420024841,,accepted,2026-09-11 07:11:20.739575+00:00
SJ097,SpiceJet,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,02:50:00,170.0,False,BOM-CCU,SJ097_20260420023741,,accepted,2026-09-11 07:11:20.739575+00:00
SJ030,SpiceJet,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,00:43:00,43.0,False,DEL-HYD,SJ030_20260420023641,,accepted,2026-09-11 07:11:20.739575+00:00
6F179,IndiGo,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,04:15:00,255.0,False,HYD-MAA,6F179_20260420022541,,accepted,2026-09-11 07:11:20.739575+00:00
6F156,IndiGo,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,02:34:00,154.0,False,MAA-BOM,6F156_20260420022341,,accepted,2026-09-11 07:11:20.739575+00:00
6F250,Unknown,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,00:33:00,33.0,False,CCU-BLR,6F250_20260420022341,,accepted,2026-09-11 07:11:20.739575+00:00
SJ057,SpiceJet,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,03:12:00,192.0,False,BOM-CCU,SJ057_20260420021741,,accepted,2026-09-11 07:11:20.739575+00:00
